Kode Univesitas,Nama Universitas,Website Universitas,Kode Prodi,Nama Prodi
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312102,"ILMU KESEJAHTERAAN SOSIAL"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312116,"ANTROPOLOGI SOSIAL"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312124,"ILMU EKONOMI"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312132,"ILMU ADMINISTRASI NIAGA"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312146,"ILMU ADMINISTRASI FISKAL"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312154,"MANAJEMEN"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312162,"AKUNTANSI"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312176,"ILMU HUBUNGAN INTERNASIONAL"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312184,"ILMU PERPUSTAKAAN"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312192,"ILMU FILSAFAT"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312205,"SASTRA INDONESIA"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312213,"SASTRA DAERAH UNTUK SASTRA JAWA"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312221,"SASTRA JEPANG"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312235,"SASTRA CINA"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312243,"SASTRA ARAB"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312251,"SASTRA PERANCIS"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312265,"SASTRA INGGRIS"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312273,"SASTRA JERMAN"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312281,"SASTRA BELANDA"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312295,"SASTRA RUSIA"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312302,"BAHASA DAN KEBUDAYAAN KOREA"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312316,"ILMU EKONOMI ISLAM"
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312324,"BISNIS ISLAM"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321012,"SOSIAL EKONOMI PERTANIAN / AGRIBISNIS"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321026,"TEKNIK INFORMATIKA"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321034,"SISTEM INFORMASI"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321042,"MATEMATIKA"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321056,"BIOLOGI"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321064,"KIMIA"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321072,"FISIKA"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321086,"KESEHATAN MASYARAKAT"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321094,"FARMASI"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321101,"ILMU KEPERAWATAN"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321115,"PENDIDIKAN DOKTER"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321123,"PENDIDIKAN MATEMATIKA"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321145,"PENDIDIKAN KIMIA"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321161,"TEKNIK PERTAMBANGAN"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322022,"AKUNTANSI"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322074,"ILMU EKONOMI DAN STUDI PEMBANGUNAN"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322082,"ILMU HUBUNGAN INTERNASIONAL"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322103,"ILMU HUKUM"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322111,"ILMU PERPUSTAKAAN"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322141,"MANAJEMEN"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322185,"ILMU POLITIK"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322206,"KESEJAHTERAAN SOSIAL"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322214,"PSIKOLOGI"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322436,"SOSIOLOGI"
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322452,"BAHASA DAN SASTRA INGGRIS"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331013,"AGRIBISNIS"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331021,"AGRONOMI DAN HORTIKULTURA"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331035,"ARSITEKTUR LANSEKAP"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331043,"BIOKIMIA"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331051,"BIOLOGI"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331065,"EKONOMI SUMBERDAYA DAN LINGKUNGAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331081,"ILMU DAN TEKNOLOGI KELAUTAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331102,"ILMU KOMPUTER"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331116,"KEDOKTERAN HEWAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331124,"KIMIA"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331132,"KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331146,"KONSERVASI SUMBERDAYAHUTAN& EKOWISATA"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331154,"MANAJEMEN HUTAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331221,"STATISTIKA"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331235,"TEKNIK MESIN DAN BIOSISTEM"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331243,"TEKNOLOGI HASIL HUTAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331265,"TEKNOLOGI INDUSTRI PERTANIAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331273,"TEKNOLOGI PANGAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331281,"NUTRISI DAN TEKNOLOGI PAKAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331295,"TEKNOLOGI PRODUKSI TERNAK"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331316,"TEKNIK SIPIL DAN LINGKUNGAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331324,"TEKNOLOGI & MANAJEMEN PERIKANAN BUDIDAYA"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331332,"EKONOMI DAN STUDI PEMBANGUNAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331346,"MANAJEMEN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331354,"ILMU GIZI"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331362,"EKONOMI SYARIAH"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331376,"MANAJEMEN SUMBERDAYA LAHAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331384,"PROTEKSI TANAMAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331392,"MANAJEMEN SUMBERDAYA PERAIRAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331405,"TEKNOLOGI HASIL PERAIRAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331413,"TEKNOLOGI & MANAJEMEN PERIKANAN TANGKAP"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331421,"SILVIKULTUR"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331435,"METEOROLOGI TERAPAN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331443,"MATEMATIKA"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331451,"FISIKA"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331465,"ILMU KELUARGA DAN KONSUMEN"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331473,"BISNIS"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331481,"TEKNOLOGI HASIL TERNAK"
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331495,"AKTUARIA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341014,"PENDIDIKAN MATEMATIKA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341022,"PENDIDIKAN FISIKA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341036,"PENDIDIKAN BIOLOGI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341044,"PENDIDIKAN KIMIA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341052,"PENDIDIKAN ILMU KOMPUTER"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341066,"MATEMATIKA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341074,"FISIKA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341082,"BIOLOGI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341096,"KIMIA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341103,"ILMU KOMPUTER"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341111,"PENDIDIKAN TEKNIK ARSITEKTUR"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341125,"PENDIDIKAN TEKNIK BANGUNAN"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341141,"PENDIDIKAN TEKNIK ELEKTRO"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341155,"PENDIDIKAN TEKNIK MESIN"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341163,"ILMU KEOLAHRAGAAN"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341171,"TEKNIK ELEKTRO"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341185,"PENDIDIKAN TEKNOLOGI AGRO INDUSTRI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341193,"TEKNIK SIPIL"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341206,"PENDIDIKAN ILMU PENGETAHUAN ALAM"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341214,"TEKNIK ARSITEKTUR"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342016,"ADMINISTRASI PENDIDIKAN"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342024,"BIMBINGAN DAN KONSELING"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342032,"PENDIDIKAN LUAR SEKOLAH"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342046,"PENDIDIKAN LUAR BIASA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342054,"TEKNOLOGI PENDIDIKAN"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342062,"PSIKOLOGI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342076,"PKN"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342084,"PENDIDIKAN SEJARAH"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342092,"PENDIDIKAN GEOGRAFI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342105,"ILMU PENDIDIKAN AGAMA ISLAM"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342113,"MANAJEMEN RESORT DAN LEISURE"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342121,"MANAJEMEN PEMASARAN PARIWISATA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342135,"MANAJEMEN INDUSTRI KATERING"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342143,"PENDIDIKAN BHS.DAN SASTRA INDONESIA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342151,"PENDIDIKAN BAHASA DAERAH"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342165,"PENDIDIKAN BAHASA INGGRIS"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342173,"PENDIDIKAN BAHASA ARAB"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342181,"PENDIDIKAN BAHASA JEPANG"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342195,"PENDIDIKAN BAHASA JERMAN"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342202,"PENDIDIKAN BAHASA PERANCIS"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342216,"PENDIDIKAN SENI RUPA DAN KERAJINAN"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342224,"PENDIDIKAN SENI TARI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342232,"PENDIDIKAN SENI MUSIK"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342246,"BAHASA DAN SASTRA INGGRIS"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342254,"BAHASA DAN SASTRA INDONESIA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342262,"PENDIDIKAN KESEJAHTERAAN KELUARGA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342276,"PENDIDIKAN TATA BOGA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342284,"PENDIDIKAN TATA BUSANA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342292,"PENDIDIKAN KEPELATIHAN OLAHRAGA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342305,"PEND. JASMANI KESEHATAN & REKREASI (PJKR)"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342313,"PENDIDIKAN AKUNTANSI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342321,"PENDIDIKAN MANAJEMEN BISNIS"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342335,"PENDIDIKAN MANAJEMEN PERKANTORAN"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342343,"PENDIDIKAN EKONOMI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342351,"MANAJEMEN"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342365,"AKUNTANSI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342373,"PERPUSTAKAAN DAN INFORMASI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342381,"PENDIDIKAN IPS"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342395,"PENDIDIKAN SOSIOLOGI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342402,"PGSD PEND. JASMANI KAMPUS BUMI SILIWANGI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342416,"PGSD KAMPUS CIBIRU"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342424,"PGPAUD KAMPUS CIBIRU"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342432,"PGSD KAMPUS SUMEDANG"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342446,"PGSD PENDIDIKAN JASMANI KAMPUS SUMEDANG"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342454,"PGSD KAMPUS PURWAKARTA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342462,"PGSD KAMPUS TASIKMALAYA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342476,"PGSD KAMPUS SERANG"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342484,"PGSD KAMPUS BUMI SILIWANGI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342492,"PGPAUD KAMPUS BUMI SILIWANGI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342505,"ILMU KOMUNIKASI"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342513,"PGPAUD KAMPUS SERANG"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342521,"ILMU EKONOMI DAN KEUANGAN ISLAM"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342535,"PGPAUD KAMPUS TASIKMALAYA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342543,"PGPAUD KAMPUS PURWAKARTA"
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342551,"PENDIDIKAN BAHASA KOREA"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351015,"FAK. ILMU DAN TEKNOLOGI KEBUMIAN (FITB)"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351023,"FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM)"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351031,"FAK. MATEMATIKA & ILMU PENGET. ALAM (FMIPA)"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351045,"FAKULTAS TEKNIK SIPIL & LINGKUNGAN (FTSL) - KAMPUS GANESA"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351053,"SEKOLAH FARMASI (SF)"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351061,"SEKOLAH ILMU & TEKNO. HAYATI - PROG. SAINS"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351075,"SEKOLAH TEK. ELEKTRO & INFORMATIKA (STEI)"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351083,"FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS GANESA"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351091,"FAKULTAS TEKNIK MESIN & DIRGANTARA (FTMD)"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351104,"SEK. ARSITEKTUR,PERENC & PENGEMB KEBIJAKAN"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351126,"SEKOLAH ILMU & TEKNO HAYATI - PROG REKAYASA"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351134,"FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN (FTSL) - KAMPUS JATINANGOR"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351142,"FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS JATINANGOR"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351156,"FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS CIREBON"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,351164,"SEK. ARSITEKTUR,PERENC & PENGEMB KEBIJAKAN (SAPPK) - KAMPUS CIREBON"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,352011,"FAKULTAS SENIRUPA DAN DESAIN (FSRD)"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,352025,"SEKOLAH BISNIS DAN MANAJEMEN (SBM)"
35,INSTITUT TEKNOLOGI BANDUNG,http://usm.itb.ac.id,352033,"FAKULTAS SENIRUPA DAN DESAIN (FSRD) - KAMPUS CIREBON"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361016,"PENDIDIKAN DOKTER"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361024,"MATEMATIKA"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361032,"KIMIA"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361046,"FISIKA"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361054,"BIOLOGI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361062,"STATISTIKA"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361076,"AGROTEKNOLOGI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361084,"AGRIBISNIS"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361092,"PENDIDIKAN DOKTER GIGI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361105,"ILMU PETERNAKAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361113,"PERIKANAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361121,"ILMU KEPERAWATAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361135,"ILMU KELAUTAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361143,"TEKNOLOGI PANGAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361151,"TEKNIK PERTANIAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361165,"FARMASI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361173,"TEKNIK GEOLOGI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361181,"PSIKOLOGI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361195,"GEOFISIKA"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361202,"TEKNIK INFORMATIKA"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361216,"TEKNOLOGI INDUSTRI PERTANIAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361224,"TEKNIK ELEKTRO"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,361232,"KEDOKTERAN HEWAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362012,"ILMU HUKUM"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362026,"AKUNTANSI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362034,"EKONOMI PEMBANGUNAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362042,"MANAJEMEN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362056,"ILMU ADMINISTRASI NEGARA"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362064,"ILMU HUBUNGAN INTERNASIONAL"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362072,"ILMU KESEJAHTERAAN SOSIAL"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362086,"ILMU PEMERINTAHAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362094,"ANTROPOLOGI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362101,"ILMU ADMINISTRASI BISNIS"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362115,"SASTRA INDONESIA"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362123,"SASTRA SUNDA"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362131,"ILMU SEJARAH"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362145,"SASTRA INGGRIS"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362153,"SASTRA PERANCIS"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362161,"SASTRA JEPANG"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362175,"SASTRA RUSIA"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362183,"SASTRA JERMAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362191,"SASTRA ARAB"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362204,"ILMU KOMUNIKASI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362212,"ILMU PERPUSTAKAAN"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362226,"SOSIOLOGI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362234,"ILMU POLITIK"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362242,"HUBUNGAN MASYARAKAT"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362256,"EKONOMI ISLAM"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362264,"MANAJEMEN KOMUNIKASI"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362272,"JURNALISTIK"
36,UNIVERSITAS PADJADJARAN,http://www.unpad.ac.id,362286,"TELEVISI DAN FILM"
37,UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,http://www.uinsgd.ac.id,371025,"MATEMATIKA"
37,UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,http://www.uinsgd.ac.id,371033,"BIOLOGI"
37,UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,http://www.uinsgd.ac.id,371041,"FISIKA"
37,UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,http://www.uinsgd.ac.id,371055,"KIMIA"
37,UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,http://www.uinsgd.ac.id,371063,"TEKNIK INFORMATIKA"
37,UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,http://www.uinsgd.ac.id,371071,"TEKNIK ELEKTRO"
37,UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,http://www.uinsgd.ac.id,371085,"AGROTEKNOLOGI"
37,UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,http://www.uinsgd.ac.id,372013,"SOSIOLOGI"
